dexNum,id,form,name,starter,startercost,prevolution,eggTier,generation,spriteKey,formKey,hasVariants,category,type1,type2,ability1,ability2,hiddenAbility,passive,bst,hp,atk,def,spatk,spdef,spd,sublegend,legendary,mythical,weight,height,catchRate,friendship,baseExp,growthRate,maleRatio,genderDiffs,isStartSelectable,isUnobtainable,canChangeForm
68,MACHAMP,G-Max,G-Max Machamp,MACHOP,,MACHOKE,,1,68-gigantamax,gigantamax,true,Superpower Pokémon,FIGHTING,,GUTS,GUTS,GUTS,QUICK_FEET,605,120,170,95,80,85,55,false,false,false,130,1.6,45,50,253,MEDIUM_SLOW,75,false,false,false,
69,BELLSPROUT,,Bellsprout,BELLSPROUT,2,,COMMON,1,69,,true,Flower Pokémon,GRASS,POISON,CHLOROPHYLL,CHLOROPHYLL,GLUTTONY,FLOWER_GIFT,300,50,75,35,70,30,40,false,false,false,4,0.7,255,70,60,MEDIUM_SLOW,50,false,false,,false
70,WEEPINBELL,,Weepinbell,BELLSPROUT,,BELLSPROUT,,1,70,,true,Flycatcher Pokémon,GRASS,POISON,CHLOROPHYLL,CHLOROPHYLL,GLUTTONY,FLOWER_GIFT,390,65,90,50,85,45,55,false,false,false,6.4,1,120,70,137,MEDIUM_SLOW,50,false,false,,false
71,VICTREEBEL,Normal,Victreebel,BELLSPROUT,,WEEPINBELL,,1,71,,true,Flycatcher Pokémon,GRASS,POISON,CHLOROPHYLL,CHLOROPHYLL,GLUTTONY,FLOWER_GIFT,490,80,105,65,100,70,70,false,false,false,15.5,1.7,45,70,245,MEDIUM_SLOW,50,false,true,false,true
71,VICTREEBEL,Mega,Mega Victreebel,BELLSPROUT,,WEEPINBELL,,1,71-mega,mega,true,Flycatcher Pokémon,GRASS,POISON,INNARDS_OUT,INNARDS_OUT,INNARDS_OUT,TOXIC_DEBRIS,590,80,125,85,135,95,70,false,false,false,15.5,1.7,45,70,245,MEDIUM_SLOW,50,false,false,false,
72,TENTACOOL,,Tentacool,TENTACOOL,3,,COMMON,1,72,,false,Jellyfish Pokémon,WATER,POISON,CLEAR_BODY,LIQUID_OOZE,RAIN_DISH,TOXIC_CHAIN,335,40,40,35,50,100,70,false,false,false,45.5,0.9,190,50,67,SLOW,50,false,false,,false
73,TENTACRUEL,,Tentacruel,TENTACOOL,,TENTACOOL,,1,73,,false,Jellyfish Pokémon,WATER,POISON,CLEAR_BODY,LIQUID_OOZE,RAIN_DISH,TOXIC_CHAIN,515,80,70,65,80,120,100,false,false,false,55,1.6,60,50,180,SLOW,50,false,false,,false
74,GEODUDE,,Geodude,GEODUDE,3,,COMMON,1,74,,false,Rock Pokémon,ROCK,GROUND,ROCK_HEAD,STURDY,SAND_VEIL,DRY_SKIN,300,40,80,100,30,30,20,false,false,false,20,0.4,255,70,60,MEDIUM_SLOW,50,false,false,,false
75,GRAVELER,,Graveler,GEODUDE,,GEODUDE,,1,75,,false,Rock Pokémon,ROCK,GROUND,ROCK_HEAD,STURDY,SAND_VEIL,DRY_SKIN,390,55,95,115,45,45,35,false,false,false,105,1,120,70,137,MEDIUM_SLOW,50,false,false,,false
76,GOLEM,,Golem,GEODUDE,,GRAVELER,,1,76,,false,Megaton Pokémon,ROCK,GROUND,ROCK_HEAD,STURDY,SAND_VEIL,DRY_SKIN,495,80,120,130,55,65,45,false,false,false,300,1.4,45,70,248,MEDIUM_SLOW,50,false,false,,false
77,PONYTA,,Ponyta,PONYTA,2,,COMMON,1,77,,true,Fire Horse Pokémon,FIRE,,RUN_AWAY,FLASH_FIRE,FLAME_BODY,FIRE_MANE,410,50,85,55,65,65,90,false,false,false,30,1,190,50,82,MEDIUM_FAST,50,false,false,,false
78,RAPIDASH,,Rapidash,PONYTA,,PONYTA,,1,78,,true,Fire Horse Pokémon,FIRE,,RUN_AWAY,FLASH_FIRE,FLAME_BODY,FIRE_MANE,500,65,100,70,80,80,105,false,false,false,95,1.7,60,50,175,MEDIUM_FAST,50,false,false,,false
79,SLOWPOKE,,Slowpoke,SLOWPOKE,3,,COMMON,1,79,,true,Dopey Pokémon,WATER,PSYCHIC,OBLIVIOUS,OWN_TEMPO,REGENERATOR,UNAWARE,315,90,65,65,40,40,15,false,false,false,36,1.2,190,50,63,MEDIUM_FAST,50,false,false,,false
80,SLOWBRO,Normal,Slowbro,SLOWPOKE,,SLOWPOKE,,1,80,,true,Hermit Crab Pokémon,WATER,PSYCHIC,OBLIVIOUS,OWN_TEMPO,REGENERATOR,UNAWARE,490,95,75,110,100,80,30,false,false,false,78.5,1.6,75,50,172,MEDIUM_FAST,50,false,true,false,true
80,SLOWBRO,Mega,Mega Slowbro,SLOWPOKE,,SLOWPOKE,,1,80-mega,mega,true,Hermit Crab Pokémon,WATER,PSYCHIC,SHELL_ARMOR,SHELL_ARMOR,SHELL_ARMOR,REGENERATOR,590,95,75,180,130,80,30,false,false,false,78.5,1.6,75,50,172,MEDIUM_FAST,50,false,false,false,
81,MAGNEMITE,,Magnemite,MAGNEMITE,4,,RARE,1,81,,true,Magnet Pokémon,ELECTRIC,STEEL,MAGNET_PULL,STURDY,ANALYTIC,LEVITATE,325,25,35,70,95,55,45,false,false,false,6,0.3,190,50,65,MEDIUM_FAST,,false,false,,false
82,MAGNETON,,Magneton,MAGNEMITE,,MAGNEMITE,,1,82,,true,Magnet Pokémon,ELECTRIC,STEEL,MAGNET_PULL,STURDY,ANALYTIC,LEVITATE,465,50,60,95,120,70,70,false,false,false,60,1,60,50,163,MEDIUM_FAST,,false,false,,false
83,FARFETCHD,,Farfetch’d,FARFETCHD,2,,RARE,1,83,,true,Wild Duck Pokémon,NORMAL,FLYING,KEEN_EYE,INNER_FOCUS,DEFIANT,SNIPER,377,52,90,55,58,62,60,false,false,false,15,0.8,45,50,132,MEDIUM_FAST,50,false,false,,false
84,DODUO,,Doduo,DODUO,3,,COMMON,1,84,,true,Twin Bird Pokémon,NORMAL,FLYING,RUN_AWAY,EARLY_BIRD,TANGLED_FEET,PARENTAL_BOND,310,35,85,45,35,35,75,false,false,false,39.2,1.4,190,70,62,MEDIUM_FAST,50,true,false,,false
85,DODRIO,,Dodrio,DODUO,,DODUO,,1,85,,true,Triple Bird Pokémon,NORMAL,FLYING,RUN_AWAY,EARLY_BIRD,TANGLED_FEET,PARENTAL_BOND,470,60,110,70,60,60,110,false,false,false,85.2,1.8,45,70,165,MEDIUM_FAST,50,true,false,,false
86,SEEL,,Seel,SEEL,1,,COMMON,1,86,,true,Sea Lion Pokémon,WATER,,THICK_FAT,HYDRATION,ICE_BODY,WATER_BUBBLE,325,65,45,55,45,70,45,false,false,false,90,1.1,190,70,65,MEDIUM_FAST,50,false,false,,false
87,DEWGONG,,Dewgong,SEEL,,SEEL,,1,87,,true,Sea Lion Pokémon,WATER,ICE,THICK_FAT,HYDRATION,ICE_BODY,WATER_BUBBLE,475,90,70,80,70,95,70,false,false,false,120,1.7,75,70,166,MEDIUM_FAST,50,false,false,,false
88,GRIMER,,Grimer,GRIMER,2,,COMMON,1,88,,true,Sludge Pokémon,POISON,,STENCH,STICKY_HOLD,POISON_TOUCH,WATER_ABSORB,325,80,80,50,40,50,25,false,false,false,30,0.9,190,70,65,MEDIUM_FAST,50,false,false,,false
89,MUK,,Muk,GRIMER,,GRIMER,,1,89,,true,Sludge Pokémon,POISON,,STENCH,STICKY_HOLD,POISON_TOUCH,WATER_ABSORB,500,105,105,75,65,100,50,false,false,false,30,1.2,75,70,175,MEDIUM_FAST,50,false,false,,false
90,SHELLDER,,Shellder,SHELLDER,5,,RARE,1,90,,false,Bivalve Pokémon,WATER,,SHELL_ARMOR,SKILL_LINK,OVERCOAT,STURDY,305,30,65,100,45,25,40,false,false,false,4,0.3,190,50,61,SLOW,50,false,false,,false
91,CLOYSTER,,Cloyster,SHELLDER,,SHELLDER,,1,91,,false,Bivalve Pokémon,WATER,ICE,SHELL_ARMOR,SKILL_LINK,OVERCOAT,ICE_SCALES,525,50,95,180,85,45,70,false,false,false,132.5,1.5,60,50,184,SLOW,50,false,false,,false
92,GASTLY,,Gastly,GASTLY,4,,RARE,1,92,,true,Gas Pokémon,GHOST,POISON,LEVITATE,LEVITATE,NONE,PRANKSTER,310,30,35,30,100,35,80,false,false,false,0.1,1.3,190,50,62,MEDIUM_SLOW,50,false,false,,false
93,HAUNTER,,Haunter,GASTLY,,GASTLY,,1,93,,true,Gas Pokémon,GHOST,POISON,LEVITATE,LEVITATE,NONE,PRANKSTER,405,45,50,45,115,55,95,false,false,false,0.1,1.6,90,50,142,MEDIUM_SLOW,50,false,false,,false
94,GENGAR,Normal,Gengar,GASTLY,,HAUNTER,,1,94,,true,Shadow Pokémon,GHOST,POISON,CURSED_BODY,CURSED_BODY,NONE,LEVITATE,500,60,65,60,130,75,110,false,false,false,40.5,1.5,45,50,250,MEDIUM_SLOW,50,false,true,false,true
94,GENGAR,Mega,Mega Gengar,GASTLY,,HAUNTER,,1,94-mega,mega,true,Shadow Pokémon,GHOST,POISON,SHADOW_TAG,SHADOW_TAG,NONE,UNNERVE,600,60,65,80,170,95,130,false,false,false,40.5,1.5,45,50,250,MEDIUM_SLOW,50,false,false,false,
94,GENGAR,G-Max,G-Max Gengar,GASTLY,,HAUNTER,,1,94-gigantamax,gigantamax,true,Shadow Pokémon,GHOST,POISON,SHADOW_TAG,SHADOW_TAG,NONE,REGENERATOR,600,150,50,65,150,85,100,false,false,false,40.5,1.5,45,50,250,MEDIUM_SLOW,50,false,false,false,
95,ONIX,,Onix,ONIX,3,,COMMON,1,95,,false,Rock Snake Pokémon,ROCK,GROUND,ROCK_HEAD,STURDY,WEAK_ARMOR,ROCKY_PAYLOAD,385,35,45,160,30,45,70,false,false,false,210,8.8,45,50,77,MEDIUM_FAST,50,false,false,,false
96,DROWZEE,,Drowzee,DROWZEE,2,,COMMON,1,96,,false,Hypnosis Pokémon,PSYCHIC,,INSOMNIA,FOREWARN,INNER_FOCUS,MAGICIAN,328,60,48,45,43,90,42,false,false,false,32.4,1,190,70,66,MEDIUM_FAST,50,false,false,,false
97,HYPNO,,Hypno,DROWZEE,,DROWZEE,,1,97,,false,Hypnosis Pokémon,PSYCHIC,,INSOMNIA,FOREWARN,INNER_FOCUS,MAGICIAN,483,85,73,70,73,115,67,false,false,false,75.6,1.6,75,70,169,MEDIUM_FAST,50,true,false,,false
98,KRABBY,,Krabby,KRABBY,3,,COMMON,1,98,,true,River Crab Pokémon,WATER,,HYPER_CUTTER,SHELL_ARMOR,SHEER_FORCE,UNBURDEN,325,30,105,90,25,25,50,false,false,false,6.5,0.4,225,50,65,MEDIUM_FAST,50,false,false,,false
99,KINGLER,Normal,Kingler,KRABBY,,KRABBY,,1,99,,true,Pincer Pokémon,WATER,,HYPER_CUTTER,SHELL_ARMOR,SHEER_FORCE,UNBURDEN,475,55,130,115,50,50,75,false,false,false,60,1.3,60,50,166,MEDIUM_FAST,50,false,true,false,true
99,KINGLER,G-Max,G-Max Kingler,KRABBY,,KRABBY,,1,99-gigantamax,gigantamax,true,Pincer Pokémon,WATER,,TOUGH_CLAWS,TOUGH_CLAWS,TOUGH_CLAWS,UNBURDEN,575,92,145,140,60,65,73,false,false,false,60,1.3,60,50,166,MEDIUM_FAST,50,false,false,false,
100,VOLTORB,,Voltorb,VOLTORB,2,,COMMON,1,100,,true,Ball Pokémon,ELECTRIC,,SOUNDPROOF,STATIC,AFTERMATH,TRANSISTOR,330,40,30,50,55,55,100,false,false,false,10.4,0.5,190,70,66,MEDIUM_FAST,,false,false,,false
101,ELECTRODE,,Electrode,VOLTORB,,VOLTORB,,1,101,,true,Ball Pokémon,ELECTRIC,,SOUNDPROOF,STATIC,AFTERMATH,TRANSISTOR,490,60,50,70,80,80,150,false,false,false,66.6,1.2,60,70,172,MEDIUM_FAST,,false,false,,false
102,EXEGGCUTE,,Exeggcute,EXEGGCUTE,3,,COMMON,1,102,,true,Egg Pokémon,GRASS,PSYCHIC,CHLOROPHYLL,CHLOROPHYLL,HARVEST,RIPEN,325,60,40,80,60,45,40,false,false,false,2.5,0.4,90,50,65,SLOW,50,false,false,,false
103,EXEGGUTOR,,Exeggutor,EXEGGCUTE,,EXEGGCUTE,,1,103,,true,Coconut Pokémon,GRASS,PSYCHIC,CHLOROPHYLL,CHLOROPHYLL,HARVEST,RIPEN,530,95,95,85,125,75,55,false,false,false,120,2,45,50,186,SLOW,50,false,false,,false
104,CUBONE,,Cubone,CUBONE,3,,COMMON,1,104,,false,Lonely Pokémon,GROUND,,ROCK_HEAD,LIGHTNING_ROD,BATTLE_ARMOR,PARENTAL_BOND,320,50,50,95,40,50,35,false,false,false,6.5,0.4,190,50,64,MEDIUM_FAST,50,false,false,,false
105,MAROWAK,,Marowak,CUBONE,,CUBONE,,1,105,,false,Bone Keeper Pokémon,GROUND,,ROCK_HEAD,LIGHTNING_ROD,BATTLE_ARMOR,PARENTAL_BOND,425,60,80,110,50,80,45,false,false,false,45,1,75,50,149,MEDIUM_FAST,50,false,false,,false
106,HITMONLEE,,Hitmonlee,TYROGUE,,TYROGUE,,1,106,,false,Kicking Pokémon,FIGHTING,,LIMBER,RECKLESS,UNBURDEN,SHEER_FORCE,455,50,120,53,35,110,87,false,false,false,49.8,1.5,45,50,159,MEDIUM_FAST,100,false,false,,false
107,HITMONCHAN,,Hitmonchan,TYROGUE,,TYROGUE,,1,107,,false,Punching Pokémon,FIGHTING,,KEEN_EYE,IRON_FIST,INNER_FOCUS,MOXIE,455,50,105,79,35,110,76,false,false,false,50.2,1.4,45,50,159,MEDIUM_FAST,100,false,false,,false
108,LICKITUNG,,Lickitung,LICKITUNG,3,,RARE,1,108,,true,Licking Pokémon,NORMAL,,OWN_TEMPO,OBLIVIOUS,CLOUD_NINE,POISON_HEAL,385,90,55,75,60,75,30,false,false,false,65.5,1.2,45,50,77,MEDIUM_FAST,50,false,false,,false
109,KOFFING,,Koffing,KOFFING,2,,COMMON,1,109,,false,Poison Gas Pokémon,POISON,,LEVITATE,NEUTRALIZING_GAS,STENCH,WHITE_SMOKE,340,40,65,95,60,45,35,false,false,false,1,0.6,190,50,68,MEDIUM_FAST,50,false,false,,false
110,WEEZING,,Weezing,KOFFING,,KOFFING,,1,110,,false,Poison Gas Pokémon,POISON,,LEVITATE,NEUTRALIZING_GAS,STENCH,PARENTAL_BOND,490,65,90,120,85,70,60,false,false,false,9.5,1.2,60,50,172,MEDIUM_FAST,50,false,false,,false
111,RHYHORN,,Rhyhorn,RHYHORN,4,,RARE,1,111,,true,Spikes Pokémon,GROUND,ROCK,LIGHTNING_ROD,ROCK_HEAD,RECKLESS,SOLID_ROCK,345,80,85,95,30,30,25,false,false,false,115,1,120,50,69,SLOW,50,true,false,,false
112,RHYDON,,Rhydon,RHYHORN,,RHYHORN,,1,112,,true,Drill Pokémon,GROUND,ROCK,LIGHTNING_ROD,ROCK_HEAD,RECKLESS,SOLID_ROCK,485,105,130,120,45,45,40,false,false,false,120,1.9,60,50,170,SLOW,50,true,false,,false
113,CHANSEY,,Chansey,HAPPINY,,HAPPINY,,1,113,,true,Egg Pokémon,NORMAL,,NATURAL_CURE,SERENE_GRACE,HEALER,FRIEND_GUARD,450,250,5,5,35,105,50,false,false,false,34.6,1.1,30,140,395,FAST,0,false,false,,false
114,TANGELA,,Tangela,TANGELA,3,,COMMON,1,114,,true,Vine Pokémon,GRASS,,CHLOROPHYLL,LEAF_GUARD,REGENERATOR,TANGLING_HAIR,435,65,55,115,100,40,60,false,false,false,35,1,45,50,87,MEDIUM_FAST,50,false,false,,false
115,KANGASKHAN,Normal,Kangaskhan,KANGASKHAN,4,,RARE,1,115,,false,Parent Pokémon,NORMAL,,EARLY_BIRD,SCRAPPY,INNER_FOCUS,TECHNICIAN,490,105,95,80,40,80,90,false,false,false,80,2.2,45,50,172,MEDIUM_FAST,0,false,true,false,true
115,KANGASKHAN,Mega,Mega Kangaskhan,KANGASKHAN,,,,1,115-mega,mega,false,Parent Pokémon,NORMAL,,PARENTAL_BOND,PARENTAL_BOND,PARENTAL_BOND,TECHNICIAN,590,105,125,100,60,100,100,false,false,false,80,2.2,45,50,172,MEDIUM_FAST,0,false,false,false,
116,HORSEA,,Horsea,HORSEA,3,,COMMON,1,116,,true,Dragon Pokémon,WATER,,SWIFT_SWIM,SNIPER,DAMP,DRAGONS_MAW,295,30,40,70,70,25,60,false,false,false,8,0.4,225,50,59,MEDIUM_FAST,50,false,false,,false
117,SEADRA,,Seadra,HORSEA,,HORSEA,,1,117,,true,Dragon Pokémon,WATER,,POISON_POINT,SNIPER,DAMP,DRAGONS_MAW,440,55,65,95,95,45,85,false,false,false,25,1.2,75,50,154,MEDIUM_FAST,50,false,false,,false
118,GOLDEEN,,Goldeen,GOLDEEN,2,,COMMON,1,118,,true,Goldfish Pokémon,WATER,,SWIFT_SWIM,WATER_VEIL,LIGHTNING_ROD,MULTISCALE,320,45,67,60,35,50,63,false,false,false,15,0.6,225,50,64,MEDIUM_FAST,50,true,false,,false
119,SEAKING,,Seaking,GOLDEEN,,GOLDEEN,,1,119,,true,Goldfish Pokémon,WATER,,SWIFT_SWIM,WATER_VEIL,LIGHTNING_ROD,MULTISCALE,450,80,92,65,65,80,68,false,false,false,39,1.3,60,50,158,MEDIUM_FAST,50,true,false,,false
120,STARYU,,Staryu,STARYU,3,,COMMON,1,120,,true,Star Shape Pokémon,WATER,,ILLUMINATE,NATURAL_CURE,ANALYTIC,REGENERATOR,340,30,45,55,70,55,85,false,false,false,34.5,0.8,225,50,68,SLOW,,false,false,,false
121,STARMIE,Normal,Starmie,STARYU,,STARYU,,1,121,,true,Mysterious Pokémon,WATER,PSYCHIC,ILLUMINATE,NATURAL_CURE,ANALYTIC,REGENERATOR,520,60,75,85,100,85,115,false,false,false,80,1.1,60,50,182,SLOW,,false,true,false,true
121,STARMIE,Mega,Mega Starmie,STARYU,,STARYU,,1,121-mega,mega,true,Mysterious Pokémon,WATER,PSYCHIC,HUGE_POWER,HUGE_POWER,HUGE_POWER,REGENERATOR,620,60,100,105,130,105,120,false,false,false,80,1.1,60,50,182,SLOW,,false,false,false,
122,MR_MIME,,Mr. Mime,MIME_JR,,MIME_JR,,1,122,,false,Barrier Pokémon,PSYCHIC,FAIRY,SOUNDPROOF,FILTER,TECHNICIAN,PRANKSTER,460,40,45,65,100,120,90,false,false,false,54.5,1.3,45,50,161,MEDIUM_FAST,50,false,false,,false
123,SCYTHER,,Scyther,SCYTHER,5,,RARE,1,123,,true,Mantis Pokémon,BUG,FLYING,SWARM,TECHNICIAN,STEADFAST,TINTED_LENS,500,70,110,80,55,80,105,false,false,false,56,1.5,45,50,100,MEDIUM_FAST,50,true,false,,false
124,JYNX,,Jynx,SMOOCHUM,,SMOOCHUM,,1,124,,true,Human Shape Pokémon,ICE,PSYCHIC,OBLIVIOUS,FOREWARN,DRY_SKIN,PSYCHIC_SURGE,455,65,50,35,115,95,95,false,false,false,40.6,1.4,45,50,159,MEDIUM_FAST,0,false,false,,false
125,ELECTABUZZ,,Electabuzz,ELEKID,,ELEKID,,1,125,,true,Electric Pokémon,ELECTRIC,,STATIC,STATIC,VITAL_SPIRIT,SHEER_FORCE,490,65,83,57,95,85,105,false,false,false,30,1.1,45,50,172,MEDIUM_FAST,75,false,false,,false
126,MAGMAR,,Magmar,MAGBY,,MAGBY,,1,126,,true,Spitfire Pokémon,FIRE,,FLAME_BODY,FLAME_BODY,VITAL_SPIRIT,SHEER_FORCE,495,65,95,57,100,85,93,false,false,false,44.5,1.3,45,50,173,MEDIUM_FAST,75,false,false,,false
127,PINSIR,Normal,Pinsir,PINSIR,4,,RARE,1,127,,true,Stag Beetle Pokémon,BUG,,HYPER_CUTTER,MOLD_BREAKER,MOXIE,TINTED_LENS,500,65,125,100,55,70,85,false,false,false,55,1.5,45,50,175,SLOW,50,false,true,false,true
127,PINSIR,Mega,Mega Pinsir,PINSIR,,,,1,127-mega,mega,true,Stag Beetle Pokémon,BUG,FLYING,AERILATE,AERILATE,AERILATE,MOLD_BREAKER,600,65,155,120,65,90,105,false,false,false,55,1.5,45,50,175,SLOW,50,false,false,false,
128,TAUROS,,Tauros,TAUROS,4,,RARE,1,128,,true,Wild Bull Pokémon,NORMAL,,INTIMIDATE,ANGER_POINT,SHEER_FORCE,MOXIE,490,75,100,95,40,70,110,false,false,false,88.4,1.4,45,50,172,SLOW,100,false,false,,false
129,MAGIKARP,,Magikarp,MAGIKARP,4,,COMMON,1,129,,true,Fish Pokémon,WATER,,SWIFT_SWIM,SWIFT_SWIM,RATTLED,MULTISCALE,200,20,10,55,15,20,80,false,false,false,10,0.9,255,50,40,SLOW,50,true,false,,false
130,GYARADOS,Normal,Gyarados,MAGIKARP,,MAGIKARP,,1,130,,true,Atrocious Pokémon,WATER,FLYING,INTIMIDATE,INTIMIDATE,MOXIE,MULTISCALE,540,95,125,79,60,100,81,false,false,false,235,6.5,45,50,189,SLOW,50,true,true,false,true
130,GYARADOS,Mega,Mega Gyarados,MAGIKARP,,MAGIKARP,,1,130-mega,mega,true,Atrocious Pokémon,WATER,DARK,MOLD_BREAKER,MOLD_BREAKER,MOLD_BREAKER,MULTISCALE,640,95,155,109,70,130,81,false,false,false,235,6.5,45,50,189,SLOW,50,true,false,false,
131,LAPRAS,Normal,Lapras,LAPRAS,4,,RARE,1,131,,true,Transport Pokémon,WATER,ICE,WATER_ABSORB,SHELL_ARMOR,HYDRATION,FILTER,535,130,85,80,85,95,60,false,false,false,220,2.5,45,50,187,SLOW,50,false,true,false,true
131,LAPRAS,G-Max,G-Max Lapras,LAPRAS,,,,1,131-gigantamax,gigantamax,true,Transport Pokémon,WATER,ICE,SHIELD_DUST,SHIELD_DUST,SHIELD_DUST,FILTER,635,170,97,85,107,111,65,false,false,false,220,2.5,45,50,187,SLOW,50,false,false,false,
132,DITTO,,Ditto,DITTO,2,,COMMON,1,132,,true,Transform Pokémon,NORMAL,,LIMBER,LIMBER,IMPOSTER,ADAPTABILITY,288,48,48,48,48,48,48,false,false,false,4,0.3,35,50,101,MEDIUM_FAST,,false,false,,false
133,EEVEE,Normal,Eevee,EEVEE,3,,COMMON,1,133,,true,Evolution Pokémon,NORMAL,,RUN_AWAY,ADAPTABILITY,ANTICIPATION,PICKUP,325,55,55,50,45,65,55,false,false,false,6.5,0.3,45,50,65,MEDIUM_FAST,87.5,false,true,false,true
133,EEVEE,Partner,Eevee,EEVEE,,,,1,133-partner,partner,true,Evolution Pokémon,NORMAL,,RUN_AWAY,ADAPTABILITY,ANTICIPATION,PICKUP,435,65,75,70,65,85,75,false,false,false,6.5,0.3,45,50,65,MEDIUM_FAST,87.5,false,true,false,
133,EEVEE,G-Max,G-Max Eevee,EEVEE,,,,1,133-gigantamax,gigantamax,true,Evolution Pokémon,NORMAL,,PROTEAN,PROTEAN,PROTEAN,FLUFFY,535,110,95,70,90,85,85,false,false,false,6.5,0.3,45,50,65,MEDIUM_FAST,87.5,false,false,false,
134,VAPOREON,,Vaporeon,EEVEE,,EEVEE,,1,134,,true,Bubble Jet Pokémon,WATER,,WATER_ABSORB,WATER_ABSORB,HYDRATION,REGENERATOR,525,130,65,60,110,95,65,false,false,false,29,1,45,50,184,MEDIUM_FAST,87.5,false,false,,false
135,JOLTEON,,Jolteon,EEVEE,,EEVEE,,1,135,,true,Lightning Pokémon,ELECTRIC,,VOLT_ABSORB,VOLT_ABSORB,QUICK_FEET,TRANSISTOR,525,65,65,60,110,95,130,false,false,false,24.5,0.8,45,50,184,MEDIUM_FAST,87.5,false,false,,false
136,FLAREON,,Flareon,EEVEE,,EEVEE,,1,136,,true,Flame Pokémon,FIRE,,FLASH_FIRE,FLASH_FIRE,GUTS,FUR_COAT,525,65,130,60,95,110,65,false,false,false,25,0.9,45,50,184,MEDIUM_FAST,87.5,false,false,,false
137,PORYGON,,Porygon,PORYGON,4,,RARE,1,137,,true,Virtual Pokémon,NORMAL,,TRACE,DOWNLOAD,ANALYTIC,TRANSISTOR,395,65,60,70,85,75,40,false,false,false,36.5,0.8,45,50,79,MEDIUM_FAST,,false,false,,false
138,OMANYTE,,Omanyte,OMANYTE,3,,RARE,1,138,,true,Spiral Pokémon,ROCK,WATER,SWIFT_SWIM,SHELL_ARMOR,WEAK_ARMOR,STURDY,355,35,40,100,90,55,35,false,false,false,7.5,0.4,45,50,71,MEDIUM_FAST,87.5,false,false,,false
139,OMASTAR,,Omastar,OMANYTE,,OMANYTE,,1,139,,true,Spiral Pokémon,ROCK,WATER,SWIFT_SWIM,SHELL_ARMOR,WEAK_ARMOR,STURDY,495,70,60,125,115,70,55,false,false,false,35,1,45,50,173,MEDIUM_FAST,87.5,false,false,,false
140,KABUTO,,Kabuto,KABUTO,3,,RARE,1,140,,true,Shellfish Pokémon,ROCK,WATER,SWIFT_SWIM,BATTLE_ARMOR,WEAK_ARMOR,TOUGH_CLAWS,355,30,80,90,55,45,55,false,false,false,11.5,0.5,45,50,71,MEDIUM_FAST,87.5,false,false,,false
141,KABUTOPS,,Kabutops,KABUTO,,KABUTO,,1,141,,true,Shellfish Pokémon,ROCK,WATER,SWIFT_SWIM,BATTLE_ARMOR,WEAK_ARMOR,TOUGH_CLAWS,495,60,115,105,65,70,80,false,false,false,40.5,1.3,45,50,173,MEDIUM_FAST,87.5,false,false,,false
142,AERODACTYL,Normal,Aerodactyl,AERODACTYL,5,,RARE,1,142,,true,Fossil Pokémon,ROCK,FLYING,ROCK_HEAD,PRESSURE,UNNERVE,INTIMIDATE,515,80,105,65,60,75,130,false,false,false,59,1.8,45,50,180,SLOW,87.5,false,true,false,true
142,AERODACTYL,Mega,Mega Aerodactyl,AERODACTYL,,,,1,142-mega,mega,true,Fossil Pokémon,ROCK,FLYING,TOUGH_CLAWS,TOUGH_CLAWS,TOUGH_CLAWS,ROCKY_PAYLOAD,615,80,135,85,70,95,150,false,false,false,59,1.8,45,50,180,SLOW,87.5,false,false,false,
143,SNORLAX,Normal,Snorlax,MUNCHLAX,,MUNCHLAX,,1,143,,true,Sleeping Pokémon,NORMAL,,IMMUNITY,THICK_FAT,GLUTTONY,CHEEK_POUCH,540,160,110,65,65,110,30,false,false,false,460,2.1,25,50,189,SLOW,87.5,false,true,false,true
143,SNORLAX,G-Max,G-Max Snorlax,MUNCHLAX,,MUNCHLAX,,1,143-gigantamax,gigantamax,true,Sleeping Pokémon,NORMAL,,HARVEST,HARVEST,HARVEST,RIPEN,640,210,130,65,85,120,30,false,false,false,460,2.1,25,50,189,SLOW,87.5,false,false,false,
144,ARTICUNO,,Articuno,ARTICUNO,5,,EPIC,1,144,,true,Freeze Pokémon,ICE,FLYING,PRESSURE,PRESSURE,SNOW_CLOAK,SNOW_WARNING,580,90,85,100,95,125,85,true,false,false,55.4,1.7,3,35,290,SLOW,,false,false,,false
145,ZAPDOS,,Zapdos,ZAPDOS,6,,EPIC,1,145,,true,Electric Pokémon,ELECTRIC,FLYING,PRESSURE,PRESSURE,STATIC,DRIZZLE,580,90,90,85,125,90,100,true,false,false,52.6,1.6,3,35,290,SLOW,,false,false,,false
146,MOLTRES,,Moltres,MOLTRES,6,,EPIC,1,146,,true,Flame Pokémon,FIRE,FLYING,PRESSURE,PRESSURE,FLAME_BODY,DROUGHT,580,90,100,90,125,85,90,true,false,false,60,2,3,35,290,SLOW,,false,false,,false
147,DRATINI,,Dratini,DRATINI,4,,RARE,1,147,,true,Dragon Pokémon,DRAGON,,SHED_SKIN,SHED_SKIN,MARVEL_SCALE,MULTISCALE,300,41,64,45,50,50,50,false,false,false,3.3,1.8,45,35,60,SLOW,50,false,false,,false
